Entity,Year,emissions_including_land-use_change,emissions_from_land-use_change,Annual_emissions,continent
lithuania,1979,40428132.0,5392418.5,35035710.0,Europe
lithuania,1980,42881452.0,6459229.0,36422224.0,Europe
lithuania,1981,41549284.0,5744492.5,35804790.0,Europe
lithuania,1982,42327252.0,5836458.5,36490790.0,Europe
lithuania,1983,42466736.0,5416308.0,37050428.0,Europe
lithuania,1984,42977536.0,5570855.5,37406680.0,Europe
lithuania,1985,45698876.0,5397951.5,40300924.0,Europe
lithuania,1986,41915412.0,5605810.5,36309600.0,Europe
lithuania,1987,41041904.0,4972267.5,36069636.0,Europe
lithuania,1988,41219732.0,4430032.5,36789700.0,Europe
lithuania,1989,41119852.0,4221771.0,36898080.0,Europe
lithuania,1990,39969744.0,4232066.5,35737676.0,Europe
lithuania,1991,43339570.0,5519193.0,37820376.0,Europe
lithuania,1992,26823532.0,5655090.5,21168442.0,Europe
lithuania,1993,17123596.0,803881.6,16319714.0,Europe
lithuania,1994,42220056.0,26453016.0,15767042.0,Europe
lithuania,1995,24379548.0,9322205.0,15057343.0,Europe
lithuania,1996,22644038.0,6904075.0,15739963.0,Europe
lithuania,1997,21746174.0,6583328.5,15162846.0,Europe
lithuania,1998,27578884.0,11581831.0,15997053.0,Europe
lithuania,1999,26533850.0,13084254.0,13449596.0,Europe
lithuania,2004,20399116.0,7144946.5,13254169.0,Europe
lithuania,2009,13997424.0,1166910.8,12830513.0,Europe
lithuania,2010,14095666.0,292497.12,13803169.0,Europe
lithuania,2011,15146731.0,1185780.4,13960951.0,Europe
lithuania,2012,16712645.0,2656693.2,14055952.0,Europe
lithuania,2013,18139816.0,4985568.0,13154249.0,Europe
lithuania,2014,16104425.0,3249528.2,12854897.0,Europe
lithuania,2015,13084697.0,29238.72,13055458.0,Europe
lithuania,2017,14553602.0,1267414.2,13286188.0,Europe
luxembourg,1987,9074932.0,262672.16,8812260.0,Europe
luxembourg,1991,12784984.0,350058.56,12434925.0,Europe
luxembourg,1992,12409380.0,206906.08,12202474.0,Europe
luxembourg,1993,13023922.0,672014.25,12351908.0,Europe
luxembourg,1994,11736090.0,193239.36,11542851.0,Europe
luxembourg,1995,9224519.0,68590.08,9155929.0,Europe
luxembourg,1996,9331950.0,124539.36,9207411.0,Europe
luxembourg,1997,8654468.0,90574.08,8563894.0,Europe
luxembourg,1998,7778196.5,114939.68,7663257.0,Europe
luxembourg,1999,8492748.0,375156.97,8117591.0,Europe
luxembourg,2000,8879967.0,176348.31,8703619.0,Europe
luxembourg,2001,9328636.0,123147.05,9205489.0,Europe
luxembourg,2002,10080874.0,100247.04,9980627.0,Europe
luxembourg,2003,10555183.0,102665.28,10452518.0,Europe
luxembourg,2004,11871547.0,49830.402,11821717.0,Europe
luxembourg,2005,12134755.0,55179.84,12079575.0,Europe
luxembourg,2006,12089275.0,178290.23,11910985.0,Europe
luxembourg,2007,11472076.0,165173.11,11306903.0,Europe
luxembourg,2008,11245147.0,72657.12,11172490.0,Europe
luxembourg,2009,10709969.0,79618.72,10630350.0,Europe
luxembourg,2010,11285600.0,88009.28,11197591.0,Europe
luxembourg,2011,11214997.0,112631.36,11102366.0,Europe
luxembourg,2012,10974705.0,102701.92,10872003.0,Europe
luxembourg,2013,10470885.0,132160.48,10338725.0,Europe
luxembourg,2014,9957158.0,133662.72,9823495.0,Europe
luxembourg,2015,9446407.0,95410.56,9350996.0,Europe
luxembourg,2016,9208988.0,114793.125,9094195.0,Europe
luxembourg,2017,9373479.0,105486.56,9267992.0,Europe
luxembourg,2018,9668253.0,94348.0,9573905.0,Europe
luxembourg,2019,9870969.0,101346.234,9769623.0,Europe
luxembourg,2020,8168999.5,101309.6,8067690.0,Europe
luxembourg,2021,8533514.0,103801.12,8429713.0,Europe
luxembourg,2022,7628752.0,104643.836,7524108.0,Europe
madagascar,1933,73213650.0,73210020.0,3634.0,Africa
madagascar,1934,71964780.0,71957510.0,7269.0,Africa
madagascar,1935,70161720.0,70158090.0,3634.0,Africa
madagascar,1945,198286620.0,198279300.0,7328.0,Africa
madagascar,1947,193178740.0,193175100.0,3634.0,Africa
madagascar,1948,191536590.0,191532960.0,3634.0,Africa
madagascar,1949,193579250.0,193575620.0,3634.0,Africa
madagascar,1950,135860510.0,135556430.0,304082.0,Africa
madagascar,1951,123366150.0,123120696.0,245458.0,Africa
madagascar,1952,115758584.0,115450810.0,307776.0,Africa
madagascar,1953,111089330.0,110836510.0,252815.98,Africa
madagascar,1954,114801430.0,114511976.0,289456.0,Africa
madagascar,1955,117580040.0,117275930.0,304112.0,Africa
madagascar,1956,119244150.0,118925384.0,318768.0,Africa
madagascar,1957,127572350.0,127257250.0,315104.0,Africa
madagascar,1958,129916936.0,129543210.0,373728.0,Africa
madagascar,1959,132354780.0,131981060.0,373728.0,Africa
madagascar,1960,136699730.0,136300350.0,399376.0,Africa
madagascar,1961,94901630.0,94546220.0,355408.0,Africa
madagascar,1962,71088980.0,70693320.0,395653.0,Africa
madagascar,1963,59309800.0,58848310.0,461486.0,Africa
madagascar,1964,53468936.0,52985468.0,483468.0,Africa
madagascar,1965,47529332.0,46972550.0,556779.0,Africa
madagascar,1966,48352060.0,47773356.0,578704.0,Africa
madagascar,1967,45313624.0,44471140.0,842482.0,Africa
madagascar,1968,45505070.0,44593004.0,912069.0,Africa
madagascar,1969,44800164.0,43950412.0,849751.0,Africa
madagascar,1970,38865364.0,37894700.0,970663.0,Africa
madagascar,1971,38856240.0,37830616.0,1025624.06,Africa
madagascar,1972,40571092.0,39285296.0,1285797.0,Africa
madagascar,1973,37652616.0,36579360.0,1073256.0,Africa
madagascar,1974,86102184.0,84915290.0,1186898.0,Africa
madagascar,1975,99732010.0,98039480.0,1692530.0,Africa
madagascar,1976,85516936.0,84524700.0,992234.0,Africa
madagascar,1977,96433310.0,95587710.0,845601.0,Africa
madagascar,1978,70950296.0,69933080.0,1017215.94,Africa
madagascar,1979,51437616.0,50307380.0,1130237.0,Africa
madagascar,1980,46532164.0,44918224.0,1613940.0,Africa
madagascar,1981,45759784.0,44735244.0,1024539.94,Africa
madagascar,1982,43174730.0,42161390.0,1013337.0,Africa
madagascar,1983,39978340.0,39327948.0,650391.0,Africa
madagascar,1984,41071776.0,40205404.0,866372.0,Africa
madagascar,1985,38375268.0,37322236.0,1053031.0,Africa
madagascar,1986,35472476.0,34335380.0,1137097.0,Africa
madagascar,1987,35022730.0,33740310.0,1282418.0,Africa
madagascar,1988,34477972.0,33192176.0,1285795.0,Africa
madagascar,1989,35238210.0,34312410.0,925801.0,Africa
madagascar,1990,36118000.0,35173704.0,944296.0,Africa
madagascar,1991,34916496.0,33891630.0,1024866.0,Africa
madagascar,1992,52267004.0,51264160.0,1002845.06,Africa
madagascar,1993,53793024.0,52760904.0,1032120.0,Africa
madagascar,1994,65121200.0,63969040.0,1152161.0,Africa
madagascar,1995,59018896.0,57826456.0,1192441.0,Africa
madagascar,1996,81706850.0,80461510.0,1245339.0,Africa
madagascar,1997,101304620.0,99769440.0,1535182.0,Africa
madagascar,1998,143418300.0,141799250.0,1619053.0,Africa
madagascar,1999,138538420.0,136775680.0,1762736.0,Africa
madagascar,2000,126068340.0,124120456.0,1947883.0,Africa
madagascar,2001,96064270.0,94321256.0,1743020.0,Africa
madagascar,2002,84709170.0,83473360.0,1235809.0,Africa
madagascar,2003,73955950.0,72263896.0,1692058.0,Africa
madagascar,2004,67433280.0,65628908.0,1804376.0,Africa
madagascar,2005,56055590.0,54314510.0,1741080.0,Africa
madagascar,2006,51440628.0,49765916.0,1674711.0,Africa
madagascar,2007,48675256.0,46940236.0,1735019.0,Africa
madagascar,2008,46465510.0,44685556.0,1779958.0,Africa
madagascar,2009,41901780.0,40195400.0,1706379.0,Africa
madagascar,2010,41342652.0,39470810.0,1871843.0,Africa
madagascar,2011,37336748.0,34962804.0,2373945.0,Africa
madagascar,2012,36897570.0,34153350.0,2744214.0,Africa
madagascar,2013,37984664.0,34777076.0,3207590.0,Africa
madagascar,2014,31581530.0,28423662.0,3157868.0,Africa
madagascar,2015,35432468.0,32204984.0,3227484.0,Africa
madagascar,2016,33643080.0,30375294.0,3267788.0,Africa
madagascar,2017,35385340.0,31266450.0,4118890.8,Africa
madagascar,2018,30779828.0,26988510.0,3791318.0,Africa
madagascar,2019,29020494.0,24764134.0,4256360.0,Africa
madagascar,2020,28319728.0,24355780.0,3963948.0,Africa
madagascar,2021,27998624.0,23731948.0,4266675.0,Africa
madagascar,2022,27279776.0,22876184.0,4403593.0,Africa
malawi,1950,42695216.0,42460664.0,234550.0,Africa
malawi,1951,34180024.0,33921388.0,258634.0,Africa
malawi,1952,28265384.0,27974458.0,290925.0,Africa
malawi,1953,24138800.0,23821716.0,317085.0,Africa
malawi,1954,21541868.0,21193236.0,348631.0,Africa
malawi,1955,20970650.0,20559510.0,411140.0,Africa
malawi,1956,19711740.0,19263518.0,448222.0,Africa
malawi,1957,18916744.0,18455386.0,461358.0,Africa
malawi,1958,18738928.0,18326816.0,412111.0,Africa
malawi,1959,17950028.0,17490288.0,459741.0,Africa
malawi,1960,23831156.0,23392808.0,438347.0,Africa
malawi,1961,18294198.0,17920880.0,373318.0,Africa
malawi,1962,17827524.0,17466910.0,360614.0,Africa
malawi,1963,20975976.0,20629272.0,346705.0,Africa
malawi,1964,36029092.0,35699452.0,329641.0,Africa
malawi,1965,37735380.0,37387420.0,347961.0,Africa
malawi,1966,26212848.0,25784338.0,428510.0,Africa
malawi,1967,26760066.0,26393844.0,366222.0,Africa
malawi,1968,26472788.0,26084640.0,388148.0,Africa
malawi,1969,19080346.0,18699590.0,380756.0,Africa
malawi,1970,27916444.0,27462376.0,454069.0,Africa
malawi,1971,27442404.0,26940732.0,501672.03,Africa
malawi,1972,25123832.0,24578260.0,545572.0,Africa
malawi,1973,18813220.0,18242104.0,571115.0,Africa
malawi,1974,13686985.0,13137895.0,549090.0,Africa
malawi,1975,12479164.0,11900892.0,578272.0,Africa
malawi,1976,11320916.0,10738927.0,581989.0,Africa
malawi,1977,13219182.0,12582323.0,636859.0,Africa
malawi,1978,10253988.0,9584254.0,669734.0,Africa
malawi,1979,4901141.5,4264419.5,636722.0,Africa
malawi,1980,10544691.0,9834615.0,710076.0,Africa
malawi,1981,13510914.0,12907063.0,603851.0,Africa
malawi,1982,6907372.0,6314281.0,593091.0,Africa
malawi,1983,8118821.0,7544286.0,574535.0,Africa
malawi,1984,7063593.5,6507410.5,556183.0,Africa
malawi,1985,12292323.0,11736012.0,556311.0,Africa
malawi,1986,8560090.0,8007635.0,552455.0,Africa
malawi,1987,7244279.5,6699184.5,545095.0,Africa
malawi,1988,9593656.0,9052169.0,541487.0,Africa
malawi,1989,11129448.0,10566097.0,563351.0,Africa
malawi,1990,15318839.0,14578506.0,740333.0,Africa
malawi,1991,9402370.0,8614760.0,787610.0,Africa
malawi,1992,6408251.5,5621162.5,787089.0,Africa
malawi,1994,14301108.0,13399358.0,901750.0,Africa
malawi,1995,16903416.0,15996915.0,906502.0,Africa
malawi,1996,15176997.0,14257467.0,919530.0,Africa
malawi,1997,20047128.0,19132272.0,914855.0,Africa
malawi,1998,22160026.0,21258272.0,901754.0,Africa
malawi,1999,20109478.0,19216214.0,893264.0,Africa
malawi,2000,20262300.0,19404654.0,857646.0,Africa
malawi,2001,16197851.0,15424598.0,773253.0,Africa
malawi,2002,21204440.0,20348206.0,856235.0,Africa
malawi,2003,17137636.0,16219136.0,918499.0,Africa
malawi,2004,23958498.0,23056820.0,901678.0,Africa
malawi,2005,24061264.0,23212282.0,848983.0,Africa
malawi,2006,9899272.0,9051289.0,847983.0,Africa
malawi,2007,26915880.0,25996410.0,919470.0,Africa
malawi,2008,22806612.0,21808238.0,998373.0,Africa
malawi,2009,23108948.0,22095642.0,1013307.0,Africa
malawi,2010,14569156.0,13600658.0,968498.0,Africa
malawi,2011,12501977.0,11445823.0,1056154.0,Africa
malawi,2012,10566095.0,9499982.0,1066113.0,Africa
malawi,2013,10696386.0,9550509.0,1145877.0,Africa
malawi,2014,8441159.0,7400400.0,1040758.94,Africa
malawi,2015,7343415.5,6260530.5,1082885.0,Africa
malawi,2016,6527792.5,5322179.5,1205613.0,Africa
malawi,2017,6781695.5,5552022.5,1229673.0,Africa
malawi,2018,6666347.0,4943322.0,1723025.0,Africa
malawi,2019,6142714.0,4506207.0,1636507.0,Africa
malawi,2020,5939592.0,4068835.2,1870757.0,Africa
malawi,2021,5900778.0,3822358.2,2078419.9,Africa
malawi,2022,5670026.0,3575954.0,2094072.1,Africa
malaysia,1890,33051074.0,33043746.0,7328.0,Asia
malaysia,1891,30491956.0,30473636.0,18320.0,Asia
malaysia,1892,29380992.0,29333360.0,47632.0,Asia
malaysia,1893,26031840.0,26020848.0,10992.0,Asia
malaysia,1894,25029810.0,24982178.0,47632.0,Asia
malaysia,1895,24043168.0,23933248.0,109920.0,Asia
malaysia,1896,25124964.0,25000388.0,124576.0,Asia
malaysia,1897,23044472.0,22952872.0,91600.0,Asia
malaysia,1898,23230236.0,23101996.0,128240.01,Asia
malaysia,1899,30011348.0,29890436.0,120912.0,Asia
malaysia,1900,36866470.0,36807850.0,58624.0,Asia
malaysia,1901,40139964.0,40092332.0,47632.0,Asia
malaysia,1902,40364270.0,40312976.0,51296.0,Asia
malaysia,1903,44748396.0,44697100.0,51296.0,Asia
malaysia,1904,41800416.0,41767440.0,32976.0,Asia
malaysia,1905,41312370.0,41272064.0,40304.0,Asia
malaysia,1906,49409588.0,49372948.0,36640.0,Asia
malaysia,1907,49799696.0,49711760.0,87936.0,Asia
malaysia,1908,47154730.0,47063130.0,91600.0,Asia
malaysia,1909,52140296.0,51971750.0,168544.0,Asia
malaysia,1910,72650420.0,72415920.0,234496.0,Asia
malaysia,1912,93745016.0,93726696.0,18320.0,Asia
malaysia,1913,96527060.0,96464770.0,62288.0,Asia
malaysia,1914,100911800.0,100765240.0,146560.0,Asia
malaysia,1915,102121176.0,101915990.0,205184.0,Asia
malaysia,1916,102219180.0,101669580.0,549600.0,Asia
malaysia,1917,104364936.0,103712744.0,652192.0,Asia
malaysia,1918,106434730.0,105764216.0,670512.0,Asia
malaysia,1919,106347640.0,105578200.0,769440.0,Asia
malaysia,1920,66552860.0,65442668.0,1110192.0,Asia
malaysia,1921,47935530.0,46521224.0,1414304.0,Asia
malaysia,1922,42968310.0,40964104.0,2004208.1,Asia
malaysia,1923,39143612.0,36560492.0,2583120.0,Asia
malaysia,1924,30156516.0,27650340.0,2506176.0,Asia
malaysia,1925,26470018.0,23505842.0,2964176.0,Asia
malaysia,1926,17167196.0,13767004.0,3400192.0,Asia
malaysia,1927,24208378.0,20830170.0,3378208.0,Asia
malaysia,1928,23729896.0,19923000.0,3806896.0,Asia
malaysia,1929,24007736.0,19893064.0,4114672.2,Asia
malaysia,1930,47619944.0,43948616.0,3671328.0,Asia
malaysia,1931,55527224.0,52819530.0,2707696.0,Asia
malaysia,1932,61088410.0,59293050.0,1795360.0,Asia
malaysia,1933,59378344.0,57788170.0,1590176.0,Asia
malaysia,1934,60567570.0,58834496.0,1733072.0,Asia
malaysia,1935,68468770.0,66662412.0,1806352.0,Asia
malaysia,1936,69829390.0,67781220.0,2048176.0,Asia
malaysia,1937,71416600.0,69071640.0,2344960.0,Asia
malaysia,1938,73826700.0,71914100.0,1912608.0,Asia
malaysia,1939,70797090.0,69093330.0,1703760.0,Asia
malaysia,1940,83217760.0,80649300.0,2568464.0,Asia
malaysia,1941,89371810.0,87188060.0,2183744.0,Asia
malaysia,1942,91413280.0,90753760.0,659520.0,Asia
malaysia,1943,95480940.0,94161900.0,1319040.0,Asia
malaysia,1944,92367864.0,91265000.0,1102864.0,Asia
malaysia,1945,95189910.0,94578024.0,611888.0,Asia
malaysia,1946,96145560.0,95541000.0,604560.0,Asia
malaysia,1947,96902136.0,96216970.0,685168.0,Asia
malaysia,1948,95209240.0,94018980.0,1190262.0,Asia
malaysia,1949,100391290.0,99171176.0,1220112.0,Asia
malaysia,1950,64870270.0,61214924.0,3655348.0,Asia
malaysia,1951,52118730.0,46898360.0,5220367.0,Asia
malaysia,1952,46689136.0,40318252.0,6370886.0,Asia
malaysia,1953,44921140.0,38422240.0,6498899.0,Asia
malaysia,1954,39216370.0,32212204.0,7004164.0,Asia
malaysia,1955,35335740.0,27906014.0,7429726.0,Asia
malaysia,1956,35396216.0,27833686.0,7562529.0,Asia
malaysia,1957,27453064.0,23939734.0,3513331.0,Asia
malaysia,1958,26087600.0,22255502.0,3832099.0,Asia
malaysia,1959,19817364.0,16634120.0,3183244.0,Asia
malaysia,1960,20172350.0,15970900.0,4201450.0,Asia
malaysia,1961,55612504.0,50927584.0,4684919.0,Asia
malaysia,1962,95649140.0,90872584.0,4776549.0,Asia
malaysia,1963,78705440.0,72877470.0,5827968.0,Asia
malaysia,1964,128017330.0,120617920.0,7399409.0,Asia
malaysia,1965,72064904.0,63684676.0,8380229.0,Asia
malaysia,1966,91027820.0,81193430.0,9834393.0,Asia
malaysia,1967,131252870.0,121125270.0,10127602.0,Asia
malaysia,1968,112019690.0,101489464.0,10530226.0,Asia
malaysia,1969,142420590.0,133282840.0,9137758.0,Asia
malaysia,1970,132567490.0,117981600.0,14585889.0,Asia
malaysia,1971,171226780.0,154564200.0,16662594.0,Asia
malaysia,1972,154833900.0,136933280.0,17900626.0,Asia
malaysia,1973,144860960.0,127355840.0,17505126.0,Asia
malaysia,1974,171680540.0,152635870.0,19044680.0,Asia
malaysia,1975,163989780.0,144544620.0,19445158.0,Asia
malaysia,1976,191449220.0,167551570.0,23897642.0,Asia
malaysia,1977,138950720.0,116329870.0,22620840.0,Asia
malaysia,1978,238617550.0,215357100.0,23260444.0,Asia
malaysia,1979,177473840.0,150167900.0,27305936.0,Asia
malaysia,1980,214014600.0,185982000.0,28032596.0,Asia
malaysia,1981,182532780.0,151655120.0,30877660.0,Asia
malaysia,1982,197692640.0,167050700.0,30641940.0,Asia
malaysia,1983,161066850.0,123018536.0,38048304.0,Asia
malaysia,1984,243071150.0,208276720.0,34794430.0,Asia
malaysia,1985,332107550.0,295777800.0,36329770.0,Asia
malaysia,1986,406213950.0,366112060.0,40101890.0,Asia
malaysia,1987,412524580.0,371646880.0,40877684.0,Asia
malaysia,1988,425565340.0,382696130.0,42869204.0,Asia
malaysia,1989,301833730.0,251749860.0,50083868.0,Asia
malaysia,1990,242482300.0,188212940.0,54269364.0,Asia
malaysia,1991,219717420.0,153932290.0,65785132.0,Asia
malaysia,1992,250581820.0,177620800.0,72961016.0,Asia
malaysia,1993,265455650.0,178737020.0,86718630.0,Asia
malaysia,1994,275228770.0,187192740.0,88036030.0,Asia
malaysia,1995,256478110.0,145637150.0,110840970.0,Asia
malaysia,1996,237332220.0,126699430.0,110632800.0,Asia
malaysia,1997,232678610.0,113049790.0,119628820.0,Asia
malaysia,1998,248959580.0,139177890.0,109781690.0,Asia
malaysia,1999,212634240.0,108647680.0,103986550.0,Asia
malaysia,2000,214519340.0,91641300.0,122878050.0,Asia
malaysia,2001,243167680.0,112277630.0,130890050.0,Asia
malaysia,2002,257293440.0,125258210.0,132035230.0,Asia
malaysia,2003,262475400.0,109091060.0,153384340.0,Asia
malaysia,2004,260497100.0,90818800.0,169678300.0,Asia
malaysia,2005,255459300.0,85491970.0,169967330.0,Asia
malaysia,2006,278220260.0,108053816.0,170166450.0,Asia
malaysia,2007,289022140.0,113571360.0,175450780.0,Asia
malaysia,2008,322588130.0,129741064.0,192847060.0,Asia
malaysia,2009,353047780.0,160928700.0,192119070.0,Asia
malaysia,2010,349536000.0,150189890.0,199346100.0,Asia
malaysia,2011,416171000.0,212718660.0,203452350.0,Asia
malaysia,2012,421181440.0,208191490.0,212989970.0,Asia
malaysia,2013,401311300.0,159640220.0,241671090.0,Asia
malaysia,2014,541921600.0,296871870.0,245049710.0,Asia
malaysia,2015,413240450.0,177734700.0,235505740.0,Asia
malaysia,2016,367326600.0,130509230.0,236817360.0,Asia
malaysia,2017,453531620.0,209426030.0,244105580.0,Asia
malaysia,2018,432174900.0,169967710.0,262207180.0,Asia
malaysia,2019,441881020.0,174386750.0,267494290.0,Asia
malaysia,2020,445364350.0,176115700.0,269248670.0,Asia
malaysia,2021,452977440.0,174116220.0,278861220.0,Asia
malaysia,2022,461066240.0,169994900.0,291071360.0,Asia
maldives,1971,3847.2,183.2,3664.0,Asia
maldives,1972,3737.28,73.28,3664.0,Asia
maldives,1973,3737.28,73.28,3664.0,Asia
maldives,1974,3773.92,109.92,3664.0,Asia
maldives,1975,7437.92,109.92,7328.0,Asia
maldives,1976,11138.56,146.56,10992.0,Asia
maldives,1977,14765.92,109.92,14656.0,Asia
maldives,1978,22093.92,109.92,21984.0,Asia
maldives,1979,29385.28,73.28,29312.0,Asia
maldives,1980,44077.92,109.92,43968.0,Asia
maldives,1981,47741.92,109.92,47632.0,Asia
maldives,1982,47705.28,73.28,47632.0,Asia
maldives,1983,51442.56,146.56,51296.0,Asia
maldives,1984,58733.92,109.92,58624.0,Asia
maldives,1985,66098.56,146.56,65952.0,Asia
maldives,1986,80717.92,109.92,80608.0,Asia
maldives,1987,80754.56,146.56,80608.0,Asia
maldives,1988,95373.92,109.92,95264.0,Asia
maldives,1989,124722.56,146.56,124576.0,Asia
maldives,1990,172354.56,146.56,172208.0,Asia
maldives,1991,154071.2,183.2,153888.0,Asia
maldives,1992,230832.0,0.0,230832.0,Asia
maldives,1993,197892.64,36.64,197856.0,Asia
maldives,1994,197856.0,0.0,197856.0,Asia
maldives,1995,249152.0,0.0,249152.0,Asia
maldives,1996,289456.0,0.0,289456.0,Asia
maldives,1997,329796.62,36.64,329760.0,Asia
maldives,1998,300448.0,0.0,300448.0,Asia
maldives,2001,461664.0,0.0,461664.0,Asia
maldives,2002,593897.75,329.76,593568.0,Asia
maldives,2003,505631.97,0.0,505631.97,Asia
maldives,2004,668167.06,1319.04,666848.0,Asia
maldives,2005,600932.6,36.64,600896.0,Asia
maldives,2006,743792.0,0.0,743792.0,Asia
maldives,2007,781751.06,1319.04,780432.0,Asia
maldives,2008,842720.0,0.0,842720.0,Asia
maldives,2009,883243.8,219.84,883024.0,Asia
maldives,2010,934832.94,512.96,934320.0,Asia
maldives,2012,1110595.0,403.04,1110192.0,Asia
maldives,2014,1315376.0,0.0,1315376.0,Asia
maldives,2015,1279029.1,293.12,1278736.0,Asia
maldives,2016,1436507.9,219.84,1436288.0,Asia
maldives,2017,1513415.2,183.2,1513232.0,Asia
maldives,2018,1740619.9,219.84,1740400.0,Asia
maldives,2019,1952985.2,73.28,1952912.0,Asia
maldives,2020,1648909.9,109.92,1648800.0,Asia
maldives,2021,1720578.9,109.92,1720469.0,Asia
maldives,2022,1701181.9,109.92,1701072.0,Asia
mali,1959,10595958.0,10548326.0,47632.0,Africa
mali,1960,9634928.0,9514016.0,120912.0,Africa
mali,1961,8165810.5,8048562.5,117248.0,Africa
mali,1962,7295867.0,7156635.0,139232.0,Africa
mali,1963,6047798.5,5871926.5,175872.0,Africa
mali,1964,5662675.5,5486803.5,175872.0,Africa
mali,1965,4867734.0,4669878.0,197856.0,Africa
mali,1966,4716484.0,4525956.0,190528.0,Africa
mali,1967,4044103.2,3820599.2,223504.0,Africa
mali,1968,3675944.8,3478088.8,197856.0,Africa
mali,1969,6405405.0,6244189.0,161216.0,Africa
mali,1970,4246283.0,4044762.8,201520.0,Africa
mali,1971,3705439.8,3478271.8,227168.0,Africa
mali,1972,3602664.8,3357176.8,245488.0,Africa
mali,1973,6656723.5,6389429.5,267294.0,Africa
mali,1974,8142183.0,7838249.0,303934.0,Africa
mali,1975,19366706.0,19026162.0,340544.0,Africa
mali,1976,11672899.0,11332642.0,340257.0,Africa
mali,1977,8489991.0,8076518.0,413473.0,Africa
mali,1978,7035801.0,6640853.0,394948.0,Africa
mali,1979,5644348.5,5216436.5,427912.0,Africa
mali,1980,4418848.5,4027505.5,391343.0,Africa
mali,1981,4505709.0,4110825.0,394884.0,Africa
mali,1982,3979521.2,3614389.2,365132.0,Africa
mali,1983,3933401.5,3516780.5,416621.0,Africa
mali,1984,6107862.5,5673044.5,434818.0,Africa
mali,1985,4789029.0,4383646.0,405383.0,Africa
mali,1986,4151187.2,3771575.2,379612.0,Africa
mali,1987,5876148.5,5518643.5,357505.0,Africa
mali,1988,4745315.0,4362285.0,383030.0,Africa
mali,1989,4356221.0,3940339.0,415882.0,Africa
mali,1990,4198581.0,3776338.2,422243.0,Africa
mali,1991,11384148.0,10958254.0,425894.0,Africa
mali,1992,69915070.0,69452550.0,462522.0,Africa
mali,1993,55767660.0,55264850.0,502812.97,Africa
mali,1994,58422664.0,57874270.0,548393.0,Africa
mali,1995,121306490.0,120711290.0,595200.0,Africa
mali,1996,74012696.0,73366616.0,646081.0,Africa
mali,1997,52177390.0,51450730.0,726665.0,Africa
mali,1998,37671820.0,36737500.0,934320.0,Africa
mali,1999,26798862.0,25827902.0,970960.0,Africa
mali,2000,33553264.0,32487040.0,1066224.0,Africa
mali,2001,55453690.0,54292200.0,1161488.0,Africa
mali,2002,99757160.0,98548040.0,1209120.0,Africa
mali,2003,40211484.0,38965724.0,1245760.0,Africa
mali,2004,57458664.0,56051690.0,1406976.0,Africa
mali,2005,36039544.0,34584936.0,1454608.0,Africa
mali,2006,30356862.0,28821646.0,1535216.0,Africa
mali,2007,24546344.0,22758312.0,1788032.0,Africa
mali,2008,44634990.0,42678416.0,1956576.0,Africa
mali,2009,31550336.0,29663376.0,1886960.0,Africa
mali,2010,55165880.0,53077400.0,2088480.0,Africa
mali,2011,33854410.0,31575398.0,2279008.0,Africa
mali,2012,14145898.0,11709338.0,2436560.0,Africa
mali,2013,8733814.0,5990420.5,2743394.0,Africa
mali,2014,6660857.0,3525207.8,3135649.0,Africa
mali,2015,7100637.5,3819060.5,3281577.0,Africa
mali,2016,7801175.5,3566537.5,4234638.0,Africa
mali,2017,7691678.0,3035257.8,4656420.0,Africa
mali,2018,7526297.0,2617635.0,4908662.0,Africa
mali,2019,7837865.5,2005270.6,5832595.0,Africa
mali,2020,8807437.0,2388891.2,6418546.0,Africa
mali,2021,9428324.0,2500167.0,6928157.0,Africa
mali,2022,9301644.0,2262886.5,7038757.0,Africa
malta,2009,2555802.5,29458.559,2526344.0,Europe
marshall islands,1992,76944.0,0.0,76944.0,Oceania
marshall islands,1993,84272.0,0.0,84272.0,Oceania
marshall islands,1994,84272.0,0.0,84272.0,Oceania
marshall islands,1995,87936.0,0.0,87936.0,Oceania
marshall islands,1996,87936.0,0.0,87936.0,Oceania
marshall islands,1997,87936.0,0.0,87936.0,Oceania
marshall islands,1998,91600.0,0.0,91600.0,Oceania
marshall islands,1999,87936.0,0.0,87936.0,Oceania
marshall islands,2000,98928.0,0.0,98928.0,Oceania
marshall islands,2001,102592.0,0.0,102592.0,Oceania
marshall islands,2002,109920.0,0.0,109920.0,Oceania
marshall islands,2003,106256.0,0.0,106256.0,Oceania
marshall islands,2004,117248.0,0.0,117248.0,Oceania
marshall islands,2005,113584.0,0.0,113584.0,Oceania
marshall islands,2006,120912.0,0.0,120912.0,Oceania
marshall islands,2007,124576.0,0.0,124576.0,Oceania
marshall islands,2008,128240.01,0.0,128240.01,Oceania
marshall islands,2009,131904.0,0.0,131904.0,Oceania
marshall islands,2010,135568.0,0.0,135568.0,Oceania
marshall islands,2011,139232.0,0.0,139232.0,Oceania
marshall islands,2012,135568.0,0.0,135568.0,Oceania
marshall islands,2013,139232.0,0.0,139232.0,Oceania
marshall islands,2014,142896.0,0.0,142896.0,Oceania
marshall islands,2015,142896.0,0.0,142896.0,Oceania
marshall islands,2016,142896.0,0.0,142896.0,Oceania
marshall islands,2017,146560.0,0.0,146560.0,Oceania
